market,model,config_index,hidden_units,num_layers,activation,learning_rate,batch_size,epochs,train_loss_last,RMSE,MAPE,R2,n_samples,channels,blocks,kernel_size,n_features,features
Australia,mlp,14,32.0,2.0,tanh,0.003,64.0,32.0,0.03640225902199745,0.5116992667139424,0.015707363249689972,-8.133770368771081,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,15,32.0,2.0,tanh,0.001,16.0,32.0,0.08450540013611317,0.43512268650027336,0.01325687148870767,-5.604560974761943,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,16,32.0,2.0,tanh,0.001,32.0,32.0,0.1166696697473526,0.5254688614355245,0.016291090955548045,-8.631955567251294,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,17,32.0,2.0,tanh,0.001,64.0,32.0,0.1166696697473526,0.5254688614355245,0.016291090955548045,-8.631955567251294,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,18,32.0,2.0,swish,0.01,16.0,32.0,0.0004608144424855709,0.46824260495376924,0.013658470588748393,-6.648254907464423,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,19,32.0,2.0,swish,0.01,32.0,32.0,0.003962336573749781,0.49179782262140115,0.014422305705054142,-7.43710983580446,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,20,32.0,2.0,swish,0.01,64.0,32.0,0.003962336573749781,0.49179782262140115,0.014422305705054142,-7.43710983580446,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,21,32.0,2.0,swish,0.003,16.0,32.0,0.0030021421797573567,0.4764109652254093,0.013852701810230805,-6.917425713044623,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,22,32.0,2.0,swish,0.003,32.0,32.0,0.023835141211748123,0.4660097813648637,0.013524462052750949,-6.575487127222305,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,23,32.0,2.0,swish,0.003,64.0,32.0,0.023835141211748123,0.4660097813648637,0.013524462052750949,-6.575487127222305,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,24,32.0,2.0,swish,0.001,16.0,32.0,0.08326180344447494,0.4504049839670164,0.012841507253237017,-6.076636282413698,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,25,32.0,2.0,swish,0.001,32.0,32.0,0.19265426695346832,0.4091271928789688,0.011687376144968198,-4.8389827445853495,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,26,32.0,2.0,swish,0.001,64.0,32.0,0.19265426695346832,0.4091271928789688,0.011687376144968198,-4.8389827445853495,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,27,32.0,3.0,relu,0.01,16.0,32.0,0.0012508300971239806,0.3941770723599512,0.011579278606638165,-4.420049074667322,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,28,32.0,3.0,relu,0.01,32.0,32.0,0.005680816248059273,0.4640594074120586,0.013975568486923362,-6.51220899592077,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,29,32.0,3.0,relu,0.01,64.0,32.0,0.005680816248059273,0.4640594074120586,0.013975568486923362,-6.51220899592077,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,30,32.0,3.0,relu,0.003,16.0,32.0,0.0014901837578509003,0.37449892893380715,0.011221892346866253,-3.892396643472683,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,31,32.0,3.0,relu,0.003,32.0,32.0,0.024026622995734215,0.39985735197115185,0.012018340500218664,-4.577385596461039,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,32,32.0,3.0,relu,0.003,64.0,32.0,0.024026622995734215,0.39985735197115185,0.012018340500218664,-4.577385596461039,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,33,32.0,3.0,relu,0.001,16.0,32.0,0.055014140154235065,0.3757931553756929,0.011221368349466144,-3.926270226151237,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,34,32.0,3.0,relu,0.001,32.0,32.0,0.1925385743379593,0.36060985947828195,0.010575450168702802,-3.536236543778485,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,35,32.0,3.0,relu,0.001,64.0,32.0,0.1925385743379593,0.36060985947828195,0.010575450168702802,-3.536236543778485,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,36,32.0,3.0,tanh,0.01,16.0,32.0,0.009860028997063636,0.4968431738745604,0.014799078922370713,-7.611110346157316,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,37,32.0,3.0,tanh,0.01,32.0,32.0,0.002935318509116769,0.45994338948696667,0.013370205784173987,-6.379539511049148,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,38,32.0,3.0,tanh,0.01,64.0,32.0,0.002935318509116769,0.45994338948696667,0.013370205784173987,-6.379539511049148,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,39,32.0,3.0,tanh,0.003,16.0,32.0,0.0076573933847248555,0.45863403931889435,0.013969350752726385,-6.337583704170505,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,40,32.0,3.0,tanh,0.003,32.0,32.0,0.048639796674251556,0.4960323821384,0.01505115719066769,-7.58302856620085,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,41,32.0,3.0,tanh,0.003,64.0,32.0,0.048639796674251556,0.4960323821384,0.01505115719066769,-7.58302856620085,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,42,32.0,3.0,tanh,0.001,16.0,32.0,0.07815466504544019,0.4567711483576902,0.014192487684326701,-6.278096808692117,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,43,32.0,3.0,tanh,0.001,32.0,32.0,0.13111737370491028,0.6092052430412611,0.019378617687220358,-11.946362536478256,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,44,32.0,3.0,tanh,0.001,64.0,32.0,0.13111737370491028,0.6092052430412611,0.019378617687220358,-11.946362536478256,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,45,32.0,3.0,swish,0.01,16.0,32.0,0.0004015716596040875,0.43923647869109766,0.012891509053144455,-5.730034677952407,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,46,32.0,3.0,swish,0.01,32.0,32.0,0.007142727263271809,0.4668064500496956,0.013447977013906934,-6.6014106692471195,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,47,32.0,3.0,swish,0.01,64.0,32.0,0.007142727263271809,0.4668064500496956,0.013447977013906934,-6.6014106692471195,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,48,32.0,3.0,swish,0.003,16.0,32.0,0.002618498392403126,0.44844239122796187,0.013187865949030106,-6.015099236807002,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,49,32.0,3.0,swish,0.003,32.0,32.0,0.024275969713926315,0.44275899892309983,0.012880419975225819,-5.838412483764459,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,50,32.0,3.0,swish,0.003,64.0,32.0,0.024275969713926315,0.44275899892309983,0.012880419975225819,-5.838412483764459,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,51,32.0,3.0,swish,0.001,16.0,32.0,0.06896228774450719,0.40725210425829195,0.011835961254362651,-4.785583602385034,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,52,32.0,3.0,swish,0.001,32.0,32.0,0.2172096073627472,0.3124141525009714,0.009258179767310833,-2.404723892634211,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,53,32.0,3.0,swish,0.001,64.0,32.0,0.2172096073627472,0.3124141525009714,0.009258179767310833,-2.404723892634211,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,54,32.0,4.0,relu,0.01,16.0,32.0,0.0006238038453739137,0.441835541200601,0.012820006786726689,-5.809916623556704,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,55,32.0,4.0,relu,0.01,32.0,32.0,0.009232040494680405,0.40268049539653866,0.01121700507387961,-4.65642050675686,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,56,32.0,4.0,relu,0.01,64.0,32.0,0.009232040494680405,0.40268049539653866,0.01121700507387961,-4.65642050675686,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,57,32.0,4.0,relu,0.003,16.0,32.0,0.0036831646296195688,0.4973081650198357,0.014609779769196933,-7.627236013043319,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,58,32.0,4.0,relu,0.003,32.0,32.0,0.048816271126270294,0.46481259342384074,0.01366550735564647,-6.5366139849836,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,59,32.0,4.0,relu,0.003,64.0,32.0,0.048816271126270294,0.46481259342384074,0.01366550735564647,-6.5366139849836,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,60,32.0,4.0,relu,0.001,16.0,32.0,0.07829129080288112,0.4595544480712214,0.013753831543721274,-6.367064084529598,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,61,32.0,4.0,relu,0.001,32.0,32.0,0.24307720363140106,0.34370218687626636,0.009881837758768943,-3.120833718711771,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,62,32.0,4.0,relu,0.001,64.0,32.0,0.24307720363140106,0.34370218687626636,0.009881837758768943,-3.120833718711771,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,63,32.0,4.0,tanh,0.01,16.0,32.0,0.000646429629996419,0.4653678273976843,0.013532961107137195,-6.5546302070194455,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,64,32.0,4.0,tanh,0.01,32.0,32.0,0.01692441664636135,0.4858564646925523,0.014363859228434557,-7.234485536795065,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,65,32.0,4.0,tanh,0.01,64.0,32.0,0.01692441664636135,0.4858564646925523,0.014363859228434557,-7.234485536795065,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,66,32.0,4.0,tanh,0.003,16.0,32.0,0.01125419780611992,0.5012146864779672,0.01505535671043226,-7.7633079986190126,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,67,32.0,4.0,tanh,0.003,32.0,32.0,0.06868184357881546,0.5345357229813023,0.016209854961999164,-8.967218258680495,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,68,32.0,4.0,tanh,0.003,64.0,32.0,0.06868184357881546,0.5345357229813023,0.016209854961999164,-8.967218258680495,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,69,32.0,4.0,tanh,0.001,16.0,32.0,0.08197159141302109,0.5324327638066949,0.01643968825589807,-8.888946888954436,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,70,32.0,4.0,tanh,0.001,32.0,32.0,0.1434357762336731,0.6952886324714587,0.021923954061503912,-15.863618068792462,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,71,32.0,4.0,tanh,0.001,64.0,32.0,0.1434357762336731,0.6952886324714587,0.021923954061503912,-15.863618068792462,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,72,32.0,4.0,swish,0.01,16.0,32.0,0.0011584986490197479,0.41739522044020844,0.012162978033735542,-5.077366715816151,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,73,32.0,4.0,swish,0.01,32.0,32.0,0.008758711628615856,0.47922340644868416,0.01443522909306641,-7.011180988990777,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,74,32.0,4.0,swish,0.01,64.0,32.0,0.008758711628615856,0.47922340644868416,0.01443522909306641,-7.011180988990777,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,75,32.0,4.0,swish,0.003,16.0,32.0,0.00665625621099025,0.4126976087151767,0.011943025933110687,-4.941339979025041,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,76,32.0,4.0,swish,0.003,32.0,32.0,0.06946748495101929,0.2953214015396587,0.008325251321581387,-2.042358170420278,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,77,32.0,4.0,swish,0.003,64.0,32.0,0.06946748495101929,0.2953214015396587,0.008325251321581387,-2.042358170420278,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,78,32.0,4.0,swish,0.001,16.0,32.0,0.11405599699355662,0.36966872536224743,0.010624163914491544,-3.7670084274143028,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,79,32.0,4.0,swish,0.001,32.0,32.0,0.3282491862773895,0.29236525051890727,0.008413017400561202,-1.981755335056992,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,80,32.0,4.0,swish,0.001,64.0,32.0,0.3282491862773895,0.29236525051890727,0.008413017400561202,-1.981755335056992,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,81,64.0,2.0,relu,0.01,16.0,32.0,0.00035612619481980803,0.427586803574149,0.012577531780933187,-5.377773420276467,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,82,64.0,2.0,relu,0.01,32.0,32.0,0.001382275833748281,0.37768504108051815,0.01076055417561487,-3.97599651918026,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,83,64.0,2.0,relu,0.01,64.0,32.0,0.001382275833748281,0.37768504108051815,0.01076055417561487,-3.97599651918026,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,84,64.0,2.0,relu,0.003,16.0,32.0,0.0003024322004057467,0.4031363161787638,0.01151873955052532,-4.669233510276368,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,85,64.0,2.0,relu,0.003,32.0,32.0,0.006471012253314257,0.37522833715364406,0.010779225614765606,-3.9114729572945643,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,86,64.0,2.0,relu,0.003,64.0,32.0,0.006471012253314257,0.37522833715364406,0.010779225614765606,-3.9114729572945643,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
Australia,mlp,87,64.0,2.0,relu,0.001,16.0,32.0,0.025083516645245253,0.3829253706210131,0.011082837658182673,-4.115037033081841,7,,,,12,"equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10"
